MonthlyIncome,Age,TotalEarnInCompany,Attrition
5237,36,553027.2000000001,0
5237,36,553027.2000000001,0
5237,36,553027.2000000001,0
5237,36,553027.2000000001,0
5237,36,553027.2000000001,0
5237,36,553027.2000000001,0
2426,35,183405.6,0
2426,34,183405.6,0
2426,34,183405.6,0
2426,35,183405.6,0
2426,34,183405.6,0
2426,34,183405.6,0
2426,35,183405.6,0
2426,35,183405.6,0
2426,35,183405.6,0
4424,35,637056.0,0
2426,37,61135.200000000004,0
2426,37,167394.0,0
2546,35,91656.0,0
2426,31,256185.60000000003,0
2426,34,183405.6,0
2426,58,58224.0,0
2426,30,32023.200000000004,0
2426,34,183405.6,0
2426,35,183405.6,0
2426,34,183405.6,0
2426,34,183405.6,0
2426,35,183405.6,0
2426,35,183405.6,0
4193,29,503160.0,0
4193,33,503160.0,0
4193,33,503160.0,0
4193,29,503160.0,0
4193,29,503160.0,0
4193,29,503160.0,0
4193,33,503160.0,0
4193,33,503160.0,0
4193,29,503160.0,0
4312,29,827904.0,0
4193,59,211327.2,0
4193,42,1109467.8,0
2564,29,61536.0,0
4193,27,332085.60000000003,0
4193,33,503160.0,0
4193,45,105663.6,0
4193,57,301896.0,0
4193,33,503160.0,0
4193,29,503160.0,0
4193,29,503160.0,0
4193,29,503160.0,0
5985,33,215460.0,0
4193,33,503160.0,0
2911,31,220071.6,0
2911,38,220071.6,0
2911,38,220071.6,0
2911,31,220071.6,0
2911,31,220071.6,0
2911,31,220071.6,0
2911,38,220071.6,0
2911,38,220071.6,0
2911,31,220071.6,0
13245,31,158940.0,0
2911,50,314388.0,0
2911,18,34932.0,1
8412,31,1009440.0,0
2911,37,146714.4,0
2911,38,220071.6,0
2911,31,476821.80000000005,0
2911,49,384252.0,0
2911,38,220071.6,0
2911,31,220071.6,0
2911,31,220071.6,0
2911,31,220071.6,0
2911,38,220071.6,0
2911,38,220071.6,0
2814,38,168840.0,0
6782,38,488304.0,0
2661,34,100585.8,0
2661,33,100585.8,0
2661,33,100585.8,0
2661,34,100585.8,0
2661,33,100585.8,0
2661,33,100585.8,0
2661,34,100585.8,0
2661,34,100585.8,0
2661,34,100585.8,0
13664,34,983808.0,0
2661,25,223524.0,1
2661,35,421502.4,0
14118,34,355773.60000000003,0
2661,20,63864.0,0
2661,33,100585.8,0
2661,33,167643.0,0
2661,35,63864.0,0
2661,33,100585.8,0
2661,34,100585.8,0
3149,33,238064.40000000002,0
2661,33,100585.8,0
2661,34,100585.8,0
2661,34,100585.8,0
2028,28,121680.0,1
2028,42,121680.0,0
2028,42,121680.0,0
2028,28,121680.0,1
2028,28,121680.0,1
2028,28,121680.0,1
2028,42,121680.0,0
2028,42,121680.0,0
2028,28,121680.0,1
5021,28,316323.0,1
2028,25,80308.8,0
2028,36,53539.200000000004,0
17046,28,6013828.8,1
2028,42,294465.60000000003,0
2028,42,121680.0,0
2028,43,80308.8,0
2028,24,170352.0,0
2028,42,121680.0,0
2028,28,121680.0,1
2028,28,121680.0,1
2028,28,121680.0,1
2028,42,121680.0,0
2028,42,121680.0,0
9980,29,1383228.0,0
9980,38,1383228.0,0
9980,38,1383228.0,0
9980,29,1383228.0,0
9980,29,1383228.0,0
9980,29,1383228.0,0
9980,38,1383228.0,0
9980,38,1383228.0,0
9980,29,1383228.0,0
5126,29,744295.2000000001,0
9980,22,119760.0,0
9980,51,628740.0,0
2564,29,369216.0,0
9980,43,251496.0,0
9980,38,1383228.0,0
9980,27,377244.0,0
9980,29,359280.0,0
9980,38,1383228.0,0
9980,29,1383228.0,0
9980,29,1383228.0,0
9980,29,1383228.0,0
9980,38,1383228.0,0
9980,38,1383228.0,0
3517,38,168816.0,0
3211,38,404586.0,0
3298,32,304735.2,0
3298,44,304735.2,0
3298,44,304735.2,0
3298,32,304735.2,0
3298,32,304735.2,0
3298,32,304735.2,0
3298,44,304735.2,0
3298,44,304735.2,0
3298,32,304735.2,0
2859,32,240156.0,0
3298,51,554064.0,0
3298,41,910248.0,0
10266,32,2340648.0,0
3298,38,39576.0,0
3298,44,304735.2,0
3298,27,249328.80000000002,0
3298,30,789541.2000000001,0
3298,44,304735.2,0
3298,32,304735.2,0
3298,32,304735.2,0
6118,32,928712.3999999999,0
3298,44,304735.2,0
3298,44,304735.2,0
2935,22,77484.0,0
2935,24,77484.0,1
2935,22,77484.0,0
2935,24,77484.0,1
2935,22,70440.0,0
2935,22,70440.0,0
2935,24,73962.0,1
2935,24,77484.0,1
2935,22,77484.0,0
10239,22,258022.80000000002,0
5070,22,419795.99999999994,0
2935,24,77484.0,1
2935,22,77484.0,0
2935,24,77484.0,1
2935,22,70440.0,0
2935,22,70440.0,0
2935,24,73962.0,1
2935,24,77484.0,1
15427,53,4813224.0,0
15427,41,4813224.0,0
15427,53,4813224.0,0
15427,41,4813224.0,0
15427,41,4813224.0,0
15427,41,4813224.0,0
15427,53,4813224.0,0
15427,53,4813224.0,0
15427,53,4813224.0,0
5329,53,1029562.7999999999,0
17861,53,857328.0,0
15427,41,4813224.0,0
15427,53,4813224.0,0
15427,41,4813224.0,0
15427,41,4813224.0,0
15427,41,4813224.0,0
15427,53,4813224.0,0
15427,53,4813224.0,0
3944,30,189312.0,1
3944,30,189312.0,1
3944,30,189312.0,1
3944,30,189312.0,1
3944,38,189312.0,0
3944,38,189312.0,0
3944,38,189312.0,0
4325,38,311400.0,0
4230,38,304560.0,0
3944,30,189312.0,1
3944,38,189312.0,0
3944,30,189312.0,1
3944,30,189312.0,1
3944,30,189312.0,1
5021,38,241008.0,0
4011,24,252693.0,0
4011,38,252693.0,0
4011,38,252693.0,0
4011,24,252693.0,0
4011,24,252693.0,0
4011,24,264726.0,0
4011,38,252693.0,0
4011,38,252693.0,0
4011,24,252693.0,0
7260,24,609840.0,0
3780,24,90720.0,0
4011,38,252693.0,0
4011,38,252693.0,0
4011,24,252693.0,0
4011,24,252693.0,0
4011,24,264726.0,0
4011,38,252693.0,0
4011,38,252693.0,0
5470,38,722040.0000000001,0
3646,38,87504.0,0
3407,36,245304.0,1
3407,31,245304.0,1
3407,36,245304.0,1
3407,31,245304.0,1
3407,31,245304.0,1
3407,31,245304.0,1
3407,36,245304.0,1
3407,36,245304.0,1
3407,36,245304.0,1
2322,36,29257.2,1
2768,36,279014.4,1
3407,31,245304.0,1
3407,36,245304.0,1
3407,31,245304.0,1
3407,31,245304.0,1
3407,31,245304.0,1
3407,36,245304.0,1
3407,36,245304.0,1
11994,34,1871064.0,0
11994,29,1871064.0,1
11994,34,1871064.0,0
11994,29,1871064.0,1
11994,29,1871064.0,1
11994,29,1871064.0,1
11994,34,1871064.0,0
11994,34,1871064.0,0
11994,34,1871064.0,0
2075,34,136950.0,0
9071,34,457178.4,0
11994,29,1871064.0,1
11994,34,1871064.0,0
11994,29,1871064.0,1
11994,29,1871064.0,1
11994,29,1871064.0,1
11994,34,1871064.0,0
11994,34,1871064.0,0
1232,21,14784.0,0
1232,36,14784.0,0
1232,36,14784.0,0
1232,21,14784.0,0
1232,21,14784.0,0
1232,21,14784.0,0
1232,36,14784.0,0
1232,36,14784.0,0
1232,21,14784.0,0
4152,21,687571.2,0
10648,21,1878307.2000000002,0
1232,36,14784.0,0
1232,36,14784.0,0
1232,21,14784.0,0
1232,21,14784.0,0
1232,21,14784.0,0
1232,36,14784.0,0
1232,36,14784.0,0
2960,34,177600.0,1
2960,27,177600.0,1
2960,34,177600.0,1
2960,27,177600.0,1
2960,27,177600.0,1
2960,27,177600.0,1
2960,34,177600.0,1
2960,34,177600.0,1
9619,34,1154280.0,1
13610,34,1306560.0,1
2960,27,177600.0,1
2960,34,177600.0,1
2960,27,177600.0,1
2960,27,177600.0,1
2960,27,177600.0,1
2960,34,177600.0,1
2960,34,177600.0,1
19094,53,3608766.0,0
19094,55,3608766.0,0
19094,53,3608766.0,0
19094,55,3608766.0,0
19094,53,3608766.0,0
19094,53,3608766.0,0
19094,53,3608766.0,0
13503,53,3913169.4000000004,0
3408,53,235151.99999999997,0
19094,55,3608766.0,0
19094,53,3608766.0,0
19094,55,3608766.0,0
19094,53,3608766.0,0
19094,53,3608766.0,0
19094,55,3608766.0,0
3919,25,517308.0,0
3919,25,517308.0,0
3919,32,517308.0,1
3919,25,517308.0,0
3919,25,517308.0,0
3919,32,517308.0,1
3919,32,517308.0,1
3919,32,517308.0,1
5441,32,718212.0,1
2983,32,143184.0,1
3919,25,517308.0,0
3919,25,517308.0,0
3919,32,517308.0,1
3919,25,517308.0,0
3919,25,517308.0,0
3919,32,517308.0,1
3919,32,517308.0,1
6825,42,859950.0,0
6825,41,859950.0,1
6825,41,859950.0,1
6825,42,859950.0,0
6825,41,859950.0,1
6825,41,859950.0,1
6825,42,859950.0,0
6825,42,859950.0,0
6825,42,859950.0,0
5209,42,862610.3999999999,0
7632,42,824256.0,0
6825,41,859950.0,1
6825,41,859950.0,1
6825,42,859950.0,0
6825,41,859950.0,1
6825,41,859950.0,1
6825,42,859950.0,0
6825,42,859950.0,0
10248,44,2969870.4,0
10248,49,2969870.4,0
10248,44,2969870.4,0
10248,49,2969870.4,0
10248,44,2969870.4,0
10248,44,2969870.4,0
10248,49,2969870.4,0
10248,49,2969870.4,0
10248,44,2969870.4,0
10673,44,1479277.8,0
9824,44,235776.0,0
10248,49,2969870.4,0
10248,44,2969870.4,0
10248,49,2969870.4,0
10248,44,2969870.4,0
10248,44,2969870.4,0
10248,49,2969870.4,0
10248,49,2969870.4,0
18947,46,682092.0,0
18947,33,682092.0,0
18947,46,682092.0,0
18947,33,682092.0,0
18947,33,682092.0,0
18947,33,682092.0,0
18947,46,682092.0,0
18947,46,682092.0,0
18947,46,682092.0,0
18947,33,682092.0,0
18947,46,682092.0,0
18947,33,682092.0,0
3162,33,227664.0,0
18947,33,682092.0,0
18947,46,682092.0,0
18947,46,682092.0,0
2496,33,59904.0,0
2496,32,59904.0,0
2496,33,59904.0,0
2496,32,59904.0,0
2496,32,59904.0,0
2496,32,59904.0,0
2496,33,59904.0,0
2496,33,59904.0,0
2496,33,59904.0,0
2496,32,59904.0,0
2496,33,59904.0,0
2496,32,59904.0,0
2496,32,59904.0,0
2496,32,59904.0,0
2496,33,59904.0,0
2496,33,59904.0,0
6465,44,387900.0,0
6465,30,387900.0,0
6465,44,387900.0,0
6465,30,387900.0,0
6465,30,387900.0,0
6465,30,387900.0,0
6465,44,387900.0,0
6465,44,387900.0,0
6465,44,387900.0,0
6465,30,387900.0,0
6465,44,387900.0,0
6465,30,387900.0,0
6465,30,387900.0,0
6465,30,387900.0,0
6465,44,387900.0,0
6465,44,387900.0,0
2206,30,291192.0,0
2206,38,291192.0,0
2206,30,291192.0,0
2206,38,291192.0,0
2206,30,291192.0,0
2206,30,291192.0,0
2206,38,291192.0,0
2206,38,291192.0,0
2206,30,291192.0,0
2206,38,291192.0,0
2206,30,291192.0,0
2206,38,291192.0,0
2206,30,291192.0,0
2206,30,291192.0,0
2206,38,291192.0,0
2206,38,291192.0,0
4317,38,207216.0,0
2093,38,79115.40000000001,0
2086,39,52567.200000000004,1
2086,29,52567.200000000004,0
2086,39,52567.200000000004,1
2086,29,52567.200000000004,0
2086,29,52567.200000000004,0
2086,29,52567.200000000004,0
2086,39,52567.200000000004,1
2086,39,52567.200000000004,1
2086,39,52567.200000000004,1
2086,29,52567.200000000004,0
2086,39,52567.200000000004,1
2086,29,52567.200000000004,0
2086,29,52567.200000000004,0
2086,29,52567.200000000004,0
2086,39,52567.200000000004,1
2086,39,52567.200000000004,1
2293,24,86675.40000000001,1
2293,31,86675.40000000001,0
2293,24,86675.40000000001,1
2293,31,86675.40000000001,0
2293,24,86675.40000000001,1
2293,24,90802.8,1
2293,31,86675.40000000001,0
2293,31,86675.40000000001,0
2293,24,86675.40000000001,1
2293,31,86675.40000000001,0
2293,24,86675.40000000001,1
2293,31,86675.40000000001,0
2293,24,86675.40000000001,1
2293,24,90802.8,1
2293,31,86675.40000000001,0
2293,31,86675.40000000001,0
2645,43,209484.00000000003,0
2645,28,209484.00000000003,1
2645,43,209484.00000000003,0
2645,28,209484.00000000003,1
2645,28,209484.00000000003,1
2645,28,209484.00000000003,1
2645,43,209484.00000000003,0
2645,43,209484.00000000003,0
2645,43,209484.00000000003,0
2645,28,209484.00000000003,1
2645,43,209484.00000000003,0
2645,28,209484.00000000003,1
2645,28,209484.00000000003,1
2645,28,209484.00000000003,1
2645,43,209484.00000000003,0
2645,43,209484.00000000003,0
2683,50,128784.0,1
2683,29,128784.0,0
2683,50,128784.0,1
2683,29,128784.0,0
2683,29,128784.0,0
2683,29,128784.0,0
2683,50,128784.0,1
2683,50,128784.0,1
2683,50,128784.0,1
2683,29,128784.0,0
2683,50,128784.0,1
2683,29,128784.0,0
2683,29,128784.0,0
2683,29,128784.0,0
2683,50,128784.0,1
2683,50,128784.0,1
2014,35,72504.0,0
2014,32,72504.0,0
2014,35,72504.0,0
2014,32,72504.0,0
2014,32,72504.0,0
2014,32,72504.0,0
2014,35,72504.0,0
2014,35,72504.0,0
2014,35,72504.0,0
2014,32,72504.0,0
2014,35,72504.0,0
2014,32,72504.0,0
2014,32,72504.0,0
2014,32,72504.0,0
2014,35,72504.0,0
2014,35,72504.0,0
3419,36,86158.8,0
3419,53,86158.8,0
3419,53,86158.8,0
3419,36,86158.8,0
3419,36,86158.8,0
3419,36,86158.8,0
3419,53,86158.8,0
3419,53,86158.8,0
3419,36,86158.8,0
3419,53,86158.8,0
3419,53,86158.8,0
3419,36,86158.8,0
3419,36,86158.8,0
3419,36,86158.8,0
3419,53,86158.8,0
3419,53,86158.8,0
5376,33,425779.2,0
5376,38,425779.2,0
5376,33,425779.2,0
5376,38,425779.2,0
5376,33,425779.2,0
5376,33,425779.2,0
5376,38,425779.2,0
5376,38,425779.2,0
5376,33,425779.2,0
5376,38,425779.2,0
5376,33,425779.2,0
5376,38,425779.2,0
5376,33,425779.2,0
5376,33,425779.2,0
5376,38,425779.2,0
2821,38,106633.8,0
5376,38,425779.2,0
19197,38,5321408.4,0
1951,35,49165.200000000004,0
1951,36,49165.200000000004,1
1951,35,49165.200000000004,0
1951,36,49165.200000000004,1
1951,35,49165.200000000004,0
1951,35,49165.200000000004,0
1951,36,49165.200000000004,1
1951,36,49165.200000000004,1
1951,35,49165.200000000004,0
1951,36,49165.200000000004,1
1951,35,49165.200000000004,0
1951,36,49165.200000000004,1
1951,35,49165.200000000004,0
1951,35,49165.200000000004,0
1951,36,49165.200000000004,1
1951,36,49165.200000000004,1
2341,27,58993.200000000004,0
2341,34,58993.200000000004,0
2341,27,58993.200000000004,0
2341,34,58993.200000000004,0
2341,27,58993.200000000004,0
2341,27,58993.200000000004,0
2341,34,58993.200000000004,0
2341,34,58993.200000000004,0
2341,27,58993.200000000004,0
2341,34,58993.200000000004,0
2341,27,58993.200000000004,0
2341,34,58993.200000000004,0
2341,27,58993.200000000004,0
2341,27,58993.200000000004,0
2341,34,58993.200000000004,0
2341,34,58993.200000000004,0
2293,26,55032.0,1
2293,21,55032.0,0
2293,21,55032.0,0
2293,26,55032.0,1
2293,21,55032.0,0
2293,21,55032.0,0
2293,26,55032.0,1
2293,26,55032.0,1
2293,26,55032.0,1
2293,21,55032.0,0
2293,21,55032.0,0
2293,26,55032.0,1
2293,21,55032.0,0
2293,21,55032.0,0
2293,26,55032.0,1
2293,26,55032.0,1
8726,27,1047120.0,0
8726,32,1047120.0,1
8726,27,1047120.0,0
8726,32,1047120.0,1
8726,27,1047120.0,0
8726,27,1047120.0,0
8726,32,1047120.0,1
8726,32,1047120.0,1
8726,27,1047120.0,0
8726,32,1047120.0,1
8726,27,1047120.0,0
8726,32,1047120.0,1
8726,27,1047120.0,0
8726,27,1047120.0,0
8726,32,1047120.0,1
8726,32,1047120.0,1
4011,30,625716.0,0
4011,36,625716.0,0
4011,30,625716.0,0
4011,36,625716.0,0
4011,30,625716.0,0
4011,30,625716.0,0
4011,36,625716.0,0
4011,36,625716.0,0
4011,30,625716.0,0
4011,36,625716.0,0
4011,30,625716.0,0
4011,36,625716.0,0
4011,30,625716.0,0
4011,30,625716.0,0
4011,36,625716.0,0
4011,36,625716.0,0
19545,41,5394420.0,1
19545,33,5394420.0,0
19545,33,5394420.0,0
19545,41,5394420.0,1
19545,33,5394420.0,0
19545,33,5394420.0,0
19545,41,5394420.0,1
19545,41,5394420.0,1
19545,41,5394420.0,1
19545,33,5394420.0,0
2293,26,55032.0,1
2293,26,55032.0,1
2293,26,55032.0,1
2293,21,55032.0,0
2293,21,55032.0,0
2293,26,55032.0,1
2293,21,55032.0,0
19545,33,5394420.0,0
19545,41,5394420.0,1
2693,33,64632.0,0
19545,33,5394420.0,0
19545,41,5394420.0,1
19545,41,5394420.0,1
4568,34,548160.0,0
4568,27,548160.0,0
4568,27,548160.0,0
4568,34,548160.0,0
4568,27,548160.0,0
4568,27,548160.0,0
4568,34,548160.0,0
4568,34,548160.0,0
4568,27,548160.0,0
4568,27,548160.0,0
4568,34,548160.0,0
4568,27,548160.0,0
4568,27,548160.0,0
4568,34,548160.0,0
4568,34,548160.0,0
3022,37,72528.0,0
3022,26,72528.0,1
3022,37,72528.0,0
3022,26,72528.0,1
3022,26,72528.0,1
3022,26,72528.0,1
3022,37,72528.0,0
3022,37,72528.0,0
3022,37,72528.0,0
3022,26,72528.0,1
3022,37,72528.0,0
3022,26,72528.0,1
3022,26,72528.0,1
3022,26,72528.0,1
3022,37,72528.0,0
3022,37,72528.0,0
5772,46,692640.0,0
5772,27,692640.0,0
5772,46,692640.0,0
5772,27,692640.0,0
5772,27,692640.0,0
5772,27,692640.0,0
5772,46,692640.0,0
5772,46,692640.0,0
5772,46,692640.0,0
5772,27,692640.0,0
5772,46,692640.0,0
5772,27,692640.0,0
5772,27,692640.0,0
5772,27,692640.0,0
5772,46,692640.0,0
5772,46,692640.0,0
2269,35,54456.0,0
2269,37,54456.0,0
2269,35,54456.0,0
2269,37,54456.0,0
2269,35,54456.0,0
2269,35,54456.0,0
2269,37,54456.0,0
2269,37,54456.0,0
2269,35,54456.0,0
2269,37,54456.0,0
2269,35,54456.0,0
2269,37,54456.0,0
2269,35,54456.0,0
2269,35,54456.0,0
10482,37,251568.0,0
2269,37,54456.0,0
5381,48,129144.0,1
5381,35,129144.0,0
5381,48,129144.0,1
5381,35,129144.0,0
5381,35,129144.0,0
5381,35,129144.0,0
5381,48,129144.0,1
5381,48,129144.0,1
5381,48,129144.0,1
5381,35,129144.0,0
5381,48,129144.0,1
5381,35,129144.0,0
5381,35,129144.0,0
5381,35,129144.0,0
5381,48,129144.0,1
5381,48,129144.0,1
3441,28,123876.0,1
3441,48,123876.0,1
3441,48,123876.0,1
3441,28,123876.0,1
3441,28,123876.0,1
3441,28,123876.0,1
3441,48,123876.0,1
3441,48,123876.0,1
3441,28,123876.0,1
3441,48,123876.0,1
3441,48,123876.0,1
3441,28,123876.0,1
3441,28,123876.0,1
3441,28,123876.0,1
3441,48,123876.0,1
3441,48,123876.0,1
5454,44,343602.0,0
5454,33,343602.0,0
5454,44,343602.0,0
5454,33,343602.0,0
5454,33,343602.0,0
5454,33,343602.0,0
5454,44,343602.0,0
5454,44,343602.0,0
5454,44,343602.0,0
5454,33,343602.0,0
5454,44,343602.0,0
5454,33,343602.0,0
2121,33,50904.0,0
5454,33,343602.0,0
5454,44,343602.0,0
5454,44,343602.0,0
9884,35,622692.0,0
9884,35,622692.0,0
9884,35,622692.0,0
9884,35,622692.0,0
9884,35,622692.0,0
9884,35,622692.0,0
9884,35,622692.0,0
9884,35,622692.0,0
9884,35,622692.0,0
9884,35,622692.0,0
9884,35,622692.0,0
9884,35,622692.0,0
9884,35,622692.0,0
9884,35,622692.0,0
9884,35,622692.0,0
9884,35,622692.0,0
4157,26,157134.6,0
4157,31,157134.6,0
4157,26,157134.6,0
4157,26,157134.6,0
4157,26,157134.6,0
4157,31,157134.6,0
4157,31,157134.6,0
4157,26,157134.6,0
4157,31,157134.6,0
4157,31,157134.6,0
4157,26,157134.6,0
4157,26,157134.6,0
4157,26,157134.6,0
4157,31,157134.6,0
4157,31,157134.6,0
13458,33,2583936.0,0
13458,37,2583936.0,0
13458,33,2583936.0,0
13458,37,2583936.0,0
13458,33,2583936.0,0
13458,33,2583936.0,0
13458,37,2583936.0,0
13458,37,2583936.0,0
13458,33,2583936.0,0
13458,37,2583936.0,0
13458,33,2583936.0,0
13458,37,2583936.0,0
13458,33,2583936.0,0
13458,33,2583936.0,0
2143,37,411456.0,0
13458,37,2583936.0,0
9069,35,1142694.0,0
9069,38,1142694.0,0
9069,35,1142694.0,0
9069,38,1142694.0,0
9069,35,1142694.0,0
9069,35,1142694.0,0
9069,38,1142694.0,0
9069,38,1142694.0,0
9069,35,1142694.0,0
9069,38,1142694.0,0
9069,35,1142694.0,0
9069,38,1142694.0,0
9069,35,1142694.0,0
9069,35,1142694.0,0
9069,38,1142694.0,0
5329,38,1029562.7999999999,0
9069,38,1142694.0,0
11878,38,1724685.6,0
4014,35,151729.2,0
4014,59,151729.2,0
4014,35,151729.2,0
4014,59,151729.2,0
4014,35,151729.2,0
4014,35,151729.2,0
4014,59,151729.2,0
19246,59,230952.0,0
4014,35,151729.2,0
4014,59,151729.2,0
4014,35,151729.2,0
4014,59,151729.2,0
4014,35,151729.2,0
4014,35,151729.2,0
4014,59,151729.2,0
5915,31,596232.0,0
5915,36,596232.0,0
5915,31,596232.0,0
5915,36,596232.0,0
5915,31,596232.0,0
5915,31,596232.0,0
5915,36,596232.0,0
5915,36,596232.0,0
5915,31,596232.0,0
5915,36,596232.0,0
5915,31,596232.0,0
5915,36,596232.0,0
5915,31,596232.0,0
5915,31,596232.0,0
5915,36,596232.0,0
5915,36,596232.0,0
5993,37,604094.4,0
5993,45,604094.4,0
5993,37,604094.4,0
5993,45,604094.4,0
5993,37,604094.4,0
5993,37,604094.4,0
5993,45,604094.4,0
5993,45,604094.4,0
5993,37,604094.4,0
5993,45,604094.4,0
5993,37,604094.4,0
5993,45,604094.4,0
5993,37,604094.4,0
5993,37,604094.4,0
5993,45,604094.4,0
5993,45,604094.4,0
6162,32,776412.0,0
6162,59,776412.0,0
6162,32,776412.0,0
6162,59,776412.0,0
6162,32,776412.0,0
6162,32,776412.0,0
6162,59,776412.0,0
3346,59,168638.4,0
6162,32,776412.0,0
6162,59,776412.0,0
6162,32,776412.0,0
6162,59,776412.0,0
6162,32,776412.0,0
6162,32,776412.0,0
6162,59,776412.0,0
2406,38,317592.0,0
